Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
BIRC2,"CIAP1; API1","baculoviral IAP repeat containing 2","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, mitogenic kinase signaling, and cell proliferation, as well as cell invasion and metastasis.","NF-κB related gene","Homo sapiens","A serum protein signature of APOE genotypes in centenarians",10.1111/acel.13023,hsa04064,"NF-kappa B signaling pathway",329
BIRC3,"C-IAP2; RNF49","Baculoviral IAP Repeat Containing 3","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, mitogenic kinase signaling and cell proliferation, as well as cell invasion and metastasis.","NF-κB related gene","Homo sapiens","Differential regulation of inhibitors of apoptosis proteins in Alzheimer's disease brains",10.1016/j.nbd.2006.12.017,hsa04064,"NF-kappa B signaling pathway",330
BLM,RECQL3,"Bloom syndrome, RecQ helicase-like","ATP-dependent DNA helicase that unwinds single- and double-stranded DNA in a 3'-5' direction.","genomic instability","Homo sapiens","Bloom's Syndrome: Why Not Premature Aging?: A Comparison of the BLM and WRN Helicases",10.1016/j.arr.2016.05.010,unknown,Unknown,641
BMI1,"RNF51; PCGF4","BMI1 proto-oncogene, polycomb ring finger","BMI1 is an oncogene involved in transcriptional regulation by remodelling chromatin. It may also be involved in development.","stem cell exhaustion","Homo sapiens","Bmi1 is down-regulated in the aging brain and displays antioxidant and protective activities in neurons",10.1371/journal.pone.0031870,hsa04550,"Signaling pathways regulating pluripotency of stem cells",648
BMP2,"BDA2; BMP2","Bone Morphogenetic Protein 2","Induces cartilage and bone formation. Stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A- ATF4 pathway. BMP2 activation of EIF2AK3 stimulates phosphorylation of EIF2A which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation.","senescence-associated secretory phenotype","Homo sapiens","Long noncoding RNA Bmncr regulates mesenchymal stem cell fate during skeletal aging",10.1172/JCI99044,hsa04350,"TGF-beta signaling pathway",650
BMP6,"VGR1; VGR","Bone Morphogenetic Protein 6","Induces cartilage and bone formation.","senescence-associated secretory phenotype","Homo sapiens","Increased BMP6 Levels in the Brains of Alzheimer's Disease Patients and APP Transgenic Mice Are Accompanied by Impaired Neurogenesis",10.1523/JNEUROSCI.1305-10.2010,hsa04350,"TGF-beta signaling pathway",654
BRCA1,"RNF53; BROVCA1","breast cancer 1, early onset","E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage.","genomic instability","Homo sapiens","Large-scale Genomic Analyses Link Reproductive Aging to Hypothalamic Signaling, Breast Cancer Susceptibility and BRCA1-mediated DNA Repair",10.1038/ng.3412,hsa04151,"PI3K-Akt signaling pathway",672
BRCA2,"FAD1; BRCC2; XRCC11","breast cancer 2, early onset","XRCC1 is a molecular scaffold protein that assembles multi-protein complexes involved in DNA single-strand break repair.Cells from Homo sapiens patients with mutations in BRCA2 exhibited reduced rates of DNA repair and elevated levels of protein ADP-ribosylation.","genomic instability","Homo sapiens","XRCC1 Mutation Is Associated With PARP1 Hyperactivation and Cerebellar Ataxia",10.1038/nature20790,unknown,Unknown,675
BSCL2,"GNG3LG; SPG17","Berardinelli-Seip congenital lipodystrophy 2 (seipin)","It is a regulator of lipid catabolism essential for adipocyte differentiation. May also be involved in the central regulation of energy homeostasis. Necessary for correct lipid storage and lipid droplets maintenance; may play a tissue-autonomous role in controlling lipid storage in adipocytes and in preventing ectopic lipid droplet formation in non-adipose tissues.","deregulated nutrient sensing","Homo sapiens","Genetic Syndromes in Man With Potential Relevance to the Pathobiology of Aging",PMID:?147113,unknown,Unknown,26580
BTK,"AGMX1; BPK","Bruton Tyrosine Kinase","Non-receptor tyrosine kinase indispensable for B lymphocyte development, differentiation and signaling. Binding of antigen to the B-cell antigen receptor (BCR) triggers signaling that ultimately leads to B-cell activation. After BCR engagement and activation at the plasma membrane, phosphorylates PLCG2 at several sites, igniting the downstream signaling pathway through calcium mobilization, followed by activation of the protein kinase C (PKC) family members.","NF-κB related gene","Homo sapiens","BTK Modulates p53 Activity to Enhance Apoptotic and Senescent Responses",10.1158/0008-5472.CAN-16-0690,hsa04064,"NF-kappa B signaling pathway",695
BUB1B,"BUBR1; MAD3L; Bub1A","BUB1 mitotic checkpoint serine/threonine kinase B","BUB1B is a mitotic checkpoint that controls chromosome segregation and maintains genetic stability. Inhibit aging.","genomic instability","Homo sapiens","Constitutional aneuploidy and cancer predisposition caused by biallelic mutations in BUB1B",10.1038/ng1449,hsa04110,"Cell cycle",701
BUB3,"Mitotic Checkpoint Protein BUB3","BUB3 mitotic checkpoint protein","It has a dual function in spindle-assembly checkpoint signaling and in promoting the establishment of correct kinetochore-microtubule (K-MT) attachments. Promotes the formation of stable end-on bipolar attachments. Necessary for kinetochore localization of BUB1. Regulates chromosome segregation during oocyte meiosis. The BUB1/BUB3 complex plays a role in the inhibition of anaphase-promoting complex or cyclosome (APC/C) when spindle-assembly checkpoint is activated and inhibits the ubiquitin ligase activity of APC/C by phosphorylating its activator CDC20. This complex can also phosphorylate MAD1L1.",others,"Homo sapiens","The human homologue of Bub3 is required for kinetochore localization of Bub1 and a Mad3/Bub1-related protein kinase",10.1083/jcb.142.1.1,hsa04110,"Cell cycle",9184
C1QA,"Complement C1q Chain A","complement component 1, q subcomponent, A chain","C1q associates with the proenzymes C1r and C1s to yield C1, the first component of the serum complement system. The collagen-like regions of C1q interact with the Ca(2+)-dependent C1r(2)C1s(2) proenzyme complex, and efficient activation of C1 takes place on interaction of the globular heads of C1q with the Fc regions of IgG or IgM antibody present in immune complexes.",others,"Homo sapiens","Homozygous single nucleotide polymorphism of the complement C1QA gene is associated with decreased levels of C1q in patients with subacute cutaneous lupus erythematosus",10.1191/0961203303lu329oa,unknown,Unknown,712
CACNA1A,"Cav2.1; EA2; APCA","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","CACNA1A mediates calcium ions in a variety of processes such as cell division and gene expression.",others,"Homo sapiens","Familial hemiplegic migraine and episodic ataxia type-2 are caused by mutations in the Ca2+ channel gene CACNL1A4",10.1016/s0092-8674(00)81373-2,hsa04010,"MAPK signaling pathway",773
CALR,"Sicca Syndrome Antigen A;CRP55",Calreticulin,"Calcium-binding chaperone that promotes folding, oligomeric assembly and quality control in the endoplasmic reticulum (ER) via the calreticulin/calnexin cycle. This lectin interacts transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER. Interacts with the DNA-binding domain of NR3C1 and mediates its nuclear export. Involved in maternal gene expression regulation. May participate in oocyte maturation via the regulation of calcium homeostasis (By similarity).","loss of proteostasis","Homo sapiens","Calreticulin functions as a molecular chaperone in the biosynthesis of myeloperoxidase.",10.1074/jbc.270.9.4741,hsa04141,"Protein processing in endoplasmic reticulum",811
CAMK4,"CAM Kinase- GR","calcium/calmodulin-dependent protein kinase type IV","Calcium/calmodulin-dependent protein kinase that operates in the calcium-triggered CaMKK-CaMK4 signaling cascade and regulates, mainly by phosphorylation, the activity of several transcription activators, such as CREB1, MEF2D, JUN and RORA, which play pivotal roles in immune response, inflammation, and memory consolidation. In the thymus, regulates the CD4+/CD8+ double positive thymocytes selection threshold during T-cell ontogeny. In CD4 memory T-cells, is required to link T-cell antigen receptor (TCR) signaling to the production of IL2, IFNG and IL4 (through the regulation of CREB and MEF2). Regulates the differentiation and survival phases of osteoclasts and dendritic cells (DCs). Mediates DCs survival by linking TLR4 and the regulation of temporal expression of BCL2.",others,"Homo sapiens","Activation mechanisms for Ca2+/calmodulin-dependent protein kinase IV. Identification of a brain CaM-kinase IV kinase","PMID: 7961813",hsa04211,"Longevity regulating pathway",814
CAMKK2,"CaM-Kinase Kinase Beta","Calcium/calmodulin-dependent protein kinase kinase 2","Calcium/calmodulin-dependent protein kinase belonging to a proposed calcium-triggered signaling cascade involved in a number of cellular processes. Isoform 1, isoform 2 and isoform 3 phosphorylate CAMK1 and CAMK4. Isoform 3 phosphorylates CAMK1D. Isoform 4, isoform 5 and isoform 6 lacking part of the calmodulin-binding domain are inactive. Efficiently phosphorylates 5'-AMP-activated protein kinase (AMPK) trimer, including that consisting of PRKAA1, PRKAB1 and PRKAG1. This phosphorylation is stimulated in response to Ca2+ signals. Seems to be involved in hippocampal activation of CREB1. May play a role in neurite growth. Isoform 3 may promote neurite elongation, while isoform 1 may promoter neurite branching.",others,"Homo sapiens","Human Ca2+/calmodulin-dependent protein kinase kinase beta gene encodes multiple isoforms that display distinct kinase activity",10.1074/jbc.M011720200,hsa04211,"Longevity regulating pathway",10645
CARD10,BIMP1,"Caspase Recruitment Domain Family Member 10","Activates NF-kappa-B via BCL10 and IKK.","NF-κB related gene","Homo sapiens","Whole-exome sequencing and imaging genetics identify functional variants for rate of change in hippocampal volume in mild cognitive impairment",10.1038/mp.2013.24,hsa04064,"NF-kappa B signaling pathway",29775
CAT,"Catalase; EC 1.11.1.6; Epididymis Secretory Sperm Binding Protein",catalase,"Cardiac-specific overexpression prolongs lifespan in mice. Catalase protects cardiomyocytes from ageing-induced contractile defects and protein damage.",others,"Homo sapiens","Role of Catalase in Oxidative Stress- and Age-Associated Degenerative Diseases",10.1155/2019/9613090,hsa04211,"Longevity regulating pathway",847
CBX7,"Chromobox Homolog 7","chromobox protein homolog 7","Component of a Polycomb group (PcG) multiprotein PRC1-like complex, a complex class required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development. PcG PRC1 complex acts via chromatin remodeling and modification of histones; it mediates monoubiquitination of histone H2A 'Lys-119', rendering chromatin heritably changed in its expressibility. Promotes histone H3 trimethylation at 'Lys-9' (H3K9me3). Binds to trimethylated lysine residues in histones, and possibly also other proteins. Regulator of cellular lifespan by maintaining the repression of CDKN2A, but not by inducing telomerase activity.","genomic instability","Homo sapiens","Several distinct polycomb complexes regulate and co-localize on the INK4a tumor suppressor locus",10.1371/journal.pone.0006380,unknown,Unknown,23492
CCL1,"SISe; TCA3","C-C Motif Chemokine Ligand 1","Cytokine that is chemotactic for monocytes but not for neutrophils. Binds to CCR8.","senescence-associated secretory phenotype","Homo sapiens","Normal ageing is associated with an increase in Th2 cells, MCP-1 (CCL1) and RANTES (CCL5), with differences in sCD40L and PDGF-AA between sexes",10.1111/j.1365-2249.2012.04644.x,unknown,Unknown,6346
