GeneID	GeneSymb	NumberOfEvidence	EvidenceDetail	NumberOfLiterature	Alias	Link	Cytoband	FullName	GeneType
1912	PHC2	1	Reactome,		EDR2|HPH2|PH2	MIM:602979|HGNC:HGNC:3183|Ensembl:ENSG00000134686|HPRD:10340|Vega:OTTHUMG00000004133	1p34.3	polyhomeotic homolog 2 (Drosophila)	protein-coding
1911	PHC1	1	Reactome,		EDR1|HPH1|MCPH11|RAE28	MIM:602978|HGNC:HGNC:3182|Ensembl:ENSG00000111752|HPRD:16009|Vega:OTTHUMG00000168275	12p13	polyhomeotic homolog 1 (Drosophila)	protein-coding
19	ABCA1	1	GeneRif,	1	ABC-1|ABC1|CERP|HDLDT1|TGD	MIM:600046|HGNC:HGNC:29|Ensembl:ENSG00000165029|HPRD:02501|Vega:OTTHUMG00000020417	9q31.1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
1870	E2F2	1	Reactome,		E2F-2	MIM:600426|HGNC:HGNC:3114|Ensembl:ENSG00000007968|HPRD:02692|Vega:OTTHUMG00000003223	1p36	E2F transcription factor 2	protein-coding
1848	DUSP6	1	GeneRif,	1	HH19|MKP3|PYST1	MIM:602748|HGNC:HGNC:3072|HPRD:04124	12q22-q23	dual specificity phosphatase 6	protein-coding
1846	DUSP4	1	GeneRif,	1	HVH2|MKP-2|MKP2|TYP	MIM:602747|HGNC:HGNC:3070|Ensembl:ENSG00000120875|HPRD:04123|Vega:OTTHUMG00000133395	8p12-p11	dual specificity phosphatase 4	protein-coding
1839	HBEGF	1	GeneRif,	1	DTR|DTS|DTSF|HEGFL	MIM:126150|HGNC:HGNC:3059|Ensembl:ENSG00000113070|HPRD:00526|Vega:OTTHUMG00000129496	5q23	heparin-binding EGF-like growth factor	protein-coding
183	AGT	1	GeneRif,	1	ANHU|SERPINA8	MIM:106150|HGNC:HGNC:333|Ensembl:ENSG00000135744|HPRD:00106|Vega:OTTHUMG00000037757	1q42.2	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	protein-coding
1788	DNMT3A	1	GeneRif,	1	DNMT3A2|M.HsaIIIA|TBRS	MIM:602769|HGNC:HGNC:2978|Ensembl:ENSG00000119772|HPRD:04141|Vega:OTTHUMG00000094777	2p23	DNA (cytosine-5-)-methyltransferase 3 alpha	protein-coding
177	AGER	1	GeneRif,	1	RAGE	MIM:600214|HGNC:HGNC:320|Ensembl:ENSG00000204305|HPRD:02568|Vega:OTTHUMG00000031120	6p21.3	advanced glycosylation end product-specific receptor	protein-coding
1736	DKC1	1	GeneRif,	1	CBF5|DKC|DKCX|NAP57|NOLA4|XAP101	MIM:300126|HGNC:HGNC:2890|Ensembl:ENSG00000130826|HPRD:02129|Vega:OTTHUMG00000024242	Xq28	dyskeratosis congenita 1, dyskerin	protein-coding
1616	DAXX	1	GeneRif,	1	BING2|DAP6|EAP1	MIM:603186|HGNC:HGNC:2681|Ensembl:ENSG00000204209|HPRD:04424|Vega:OTTHUMG00000031203	6p21.3	death-domain associated protein	protein-coding
1576	CYP3A4	1	GeneRif,	1	CP33|CP34|CYP3A|CYP3A3|CYPIIIA3|CYPIIIA4|HLP|NF-25|P450C3|P450PCN1	MIM:124010|HGNC:HGNC:2637|HPRD:00484	7q21.1	cytochrome P450, family 3, subfamily A, polypeptide 4	protein-coding
1522	CTSZ	1	GeneRif,	1	CTSX	MIM:603169|HGNC:HGNC:2547|Ensembl:ENSG00000101160|HPRD:04410|Vega:OTTHUMG00000032858	20q13.32	cathepsin Z	protein-coding
1509	CTSD	1	GeneRif,	1	CLN10|CPSD|HEL-S-130P	MIM:116840|HGNC:HGNC:2529|Ensembl:ENSG00000117984|HPRD:00291|Vega:OTTHUMG00000044760	11p15.5	cathepsin D	protein-coding
1457	CSNK2A1	1	GeneRif,	4	CK2A1|CKII|CSNK2A3	MIM:115440|HGNC:HGNC:2457|Ensembl:ENSG00000101266|HPRD:00277	20p13	casein kinase 2, alpha 1 polypeptide	protein-coding
144455	E2F7	1	GeneRif,	1	-	MIM:612046|HGNC:HGNC:23820|Ensembl:ENSG00000165891|HPRD:10929|Vega:OTTHUMG00000169969	12q21.2	E2F transcription factor 7	protein-coding
142	PARP1	1	GeneRif,	1	ADPRT|ADPRT 1|ADPRT1|ARTD1|PARP|PARP-1|PPOL|pADPRT-1	MIM:173870|HGNC:HGNC:270|Ensembl:ENSG00000143799|HPRD:01435|Vega:OTTHUMG00000037556	1q41-q42	poly (ADP-ribose) polymerase 1	protein-coding
128312	HIST3H2BB	1	Reactome,		H2Bb	MIM:615046|HGNC:HGNC:20514|HPRD:13661	1q42.13	histone cluster 3, H2bb	protein-coding
126961	HIST2H3C	1	Reactome,		H3|H3.2|H3/M|H3F2|H3FM|H3FN	MIM:142780|HGNC:HGNC:20503|HPRD:11822	1q21.2	histone cluster 2, H3c	protein-coding
122953	JDP2	1	GeneRif,	1	JUNDM2	MIM:608657|HGNC:HGNC:17546|Ensembl:ENSG00000140044|HPRD:16360	14q24.3	Jun dimerization protein 2	protein-coding
121504	HIST4H4	1	Reactome,		H4/p	MIM:615069|HGNC:HGNC:20510|HPRD:13662	12p12.3	histone cluster 4, H4	protein-coding
1191	CLU	1	GeneRif,	3	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	MIM:185430|HGNC:HGNC:2095|Ensembl:ENSG00000120885|HPRD:01706|Vega:OTTHUMG00000102114	8p21-p12	clusterin	protein-coding
1152	CKB	1	GeneRif,	1	B-CK|BCK|CKBB|HEL-211|HEL-S-29	MIM:123280|HGNC:HGNC:1991|Ensembl:ENSG00000166165|HPRD:00423|Vega:OTTHUMG00000171786	14q32	creatine kinase, brain	protein-coding
11186	RASSF1	1	GeneRif,	1	123F2|NORE2A|RASSF1A|RDA32|REH3P21	MIM:605082|HGNC:HGNC:9882|Ensembl:ENSG00000068028|HPRD:05470|Vega:OTTHUMG00000149958	3p21.3	Ras association (RalGDS/AF-6) domain family member 1	protein-coding
1111	CHEK1	1	GeneRif,	1	CHK1	MIM:603078|HGNC:HGNC:1925|Ensembl:ENSG00000149554|HPRD:04356|Vega:OTTHUMG00000165853	11q24.2	checkpoint kinase 1	protein-coding
11073	TOPBP1	1	GeneRif,	1	TOP2BP1	MIM:607760|HGNC:HGNC:17008|Ensembl:ENSG00000163781|HPRD:09678|Vega:OTTHUMG00000159773	3q22.1	topoisomerase (DNA) II binding protein 1	protein-coding
11065	UBE2C	1	Reactome,		UBCH10|dJ447F3.2	MIM:605574|HGNC:HGNC:15937|Ensembl:ENSG00000175063|HPRD:05717|Vega:OTTHUMG00000033038	20q13.12	ubiquitin-conjugating enzyme E2C	protein-coding
11004	KIF2C	1	GeneRif,	1	CT139|KNSL6|MCAK	MIM:604538|HGNC:HGNC:6393|Ensembl:ENSG00000142945|HPRD:05172|Vega:OTTHUMG00000008416	1p34.1	kinesin family member 2C	protein-coding
10950	BTG3	1	GeneRif,	1	ANA|TOB5|TOB55|TOFA	MIM:605674|HGNC:HGNC:1132|Ensembl:ENSG00000154640|HPRD:10415|Vega:OTTHUMG00000074501	21q21.1	BTG family, member 3	protein-coding
10919	EHMT2	1	Reactome,		BAT8|C6orf30|G9A|GAT8|KMT1C|NG36	MIM:604599|HGNC:HGNC:14129|Ensembl:ENSG00000204371|HPRD:06854|Vega:OTTHUMG00000031180	6p21.31	euchromatic histone-lysine N-methyltransferase 2	protein-coding
10912	GADD45G	1	GeneRif,	1	CR6|DDIT2|GADD45gamma|GRP17	MIM:604949|HGNC:HGNC:4097|Ensembl:ENSG00000130222|HPRD:05383|Vega:OTTHUMG00000020187	9q22.1-q22.2	growth arrest and DNA-damage-inducible, gamma	protein-coding
10783	NEK6	1	GeneRif,	3	SID6-1512	MIM:604884|HGNC:HGNC:7749|Ensembl:ENSG00000119408|HPRD:05348	9q33.3-q34.11	NIMA-related kinase 6	protein-coding
10771	ZMYND11	1	GeneRif,	1	BRAM1|BS69|MRD30	MIM:608668|HGNC:HGNC:16966|Ensembl:ENSG00000015171|HPRD:09830|Vega:OTTHUMG00000017526	10p14	zinc finger, MYND-type containing 11	protein-coding
10653	SPINT2	1	GeneRif,	1	DIAR3|HAI-2|HAI2|Kop|PB	MIM:605124|HGNC:HGNC:11247|Ensembl:ENSG00000167642|HPRD:05495|Vega:OTTHUMG00000181891	19q13.1	serine peptidase inhibitor, Kunitz type, 2	protein-coding
1058	CENPA	1	GeneRif,	1	CENP-A|CenH3	MIM:117139|HGNC:HGNC:1851|Ensembl:ENSG00000115163|HPRD:00313|Vega:OTTHUMG00000097073	2p23.3	centromere protein A	protein-coding
10551	AGR2	1	GeneRif,	1	AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2	MIM:606358|HGNC:HGNC:328|Ensembl:ENSG00000106541|HPRD:05896|Vega:OTTHUMG00000023446	7p21.3	anterior gradient 2	protein-coding
1054	CEBPG	1	GeneRif,	1	GPE1BP|IG/EBP-1	MIM:138972|HGNC:HGNC:1837|Ensembl:ENSG00000153879|HPRD:00738|Vega:OTTHUMG00000180469	19q13.11	CCAAT/enhancer binding protein (C/EBP), gamma	protein-coding
10525	HYOU1	1	GeneRif,	1	GRP-170|Grp170|HSP12A|ORP-150|ORP150	MIM:601746|HGNC:HGNC:16931|Ensembl:ENSG00000149428|HPRD:03448|Vega:OTTHUMG00000166354	11q23.1-q23.3	hypoxia up-regulated 1	protein-coding
10474	TADA3	1	GeneRif,	1	ADA3|NGG1|STAF54|TADA3L|hADA3	MIM:602945|HGNC:HGNC:19422|Ensembl:ENSG00000171148|HPRD:04252|Vega:OTTHUMG00000128440	3p25.3	transcriptional adaptor 3	protein-coding
10445	MCRS1	1	GeneRif,	1	ICP22BP|INO80Q|MCRS2|MSP58|P78	MIM:609504|HGNC:HGNC:6960|Ensembl:ENSG00000187778|HPRD:11298|Vega:OTTHUMG00000169620	12q13.12	microspherule protein 1	protein-coding
10397	NDRG1	1	GeneRif,	1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	MIM:605262|HGNC:HGNC:7679|Ensembl:ENSG00000104419|HPRD:05586|Vega:OTTHUMG00000164441	8q24.3	N-myc downstream regulated 1	protein-coding
10393	ANAPC10	1	Reactome,		APC10|DOC1	MIM:613745|HGNC:HGNC:24077|Ensembl:ENSG00000164162|HPRD:16488|Vega:OTTHUMG00000161477	4q31	anaphase promoting complex subunit 10	protein-coding
1031	CDKN2C	1	Reactome,		INK4C|p18|p18-INK4C	MIM:603369|HGNC:HGNC:1789|Ensembl:ENSG00000123080|HPRD:04534|Vega:OTTHUMG00000008046	1p32	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	protein-coding
10269	ZMPSTE24	1	GeneRif,	1	FACE-1|FACE1|HGPS|PRO1|STE24|Ste24p	MIM:606480|HGNC:HGNC:12877|Ensembl:ENSG00000084073|HPRD:07349|Vega:OTTHUMG00000005762	1p34	zinc metallopeptidase STE24	protein-coding
10213	PSMD14	1	GeneRif,	1	PAD1|POH1|RPN11	MIM:607173|HGNC:HGNC:16889|Ensembl:ENSG00000115233|HPRD:06208|Vega:OTTHUMG00000153882	2q24.2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	protein-coding
10135	NAMPT	1	GeneRif,	1	1110035O14Rik|PBEF|PBEF1|VF|VISFATIN	MIM:608764|HGNC:HGNC:30092|Ensembl:ENSG00000105835|HPRD:09938|Vega:OTTHUMG00000140388	7q22.3	nicotinamide phosphoribosyltransferase	protein-coding
10111	RAD50	1	Reactome,		NBSLD|RAD502|hRad50	MIM:604040|HGNC:HGNC:9816|HPRD:04950	5q31	RAD50 homolog (S. cerevisiae)	protein-coding
10107	TRIM10	1	GeneRif,	4	HERF1|RFB30|RNF9	MIM:605701|HGNC:HGNC:10072|Ensembl:ENSG00000204613|HPRD:05752|Vega:OTTHUMG00000031295	6p21.3	tripartite motif containing 10	protein-coding
10059	DNM1L	1	GeneRif,	1	DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV	MIM:603850|HGNC:HGNC:2973|Ensembl:ENSG00000087470|HPRD:04833|Vega:OTTHUMG00000169451	12p11.21	dynamin 1-like	protein-coding
10018	BCL2L11	1	GeneRif,	1	BAM|BIM|BOD	MIM:603827|HGNC:HGNC:994|Ensembl:ENSG00000153094|HPRD:04828|Vega:OTTHUMG00000131256	2q13	BCL2-like 11 (apoptosis facilitator)	protein-coding
